ID,parentID,nameID,status
Crypsirininae,Corvidae,Crypsirininae,accepted
Cissinae,Corvidae,Cissinae,accepted
Perisoreinae,Corvidae,Perisoreinae,accepted
Cyanocoracinae,Corvidae,Cyanocoracinae,accepted
Corvinae,Corvidae,Corvinae,accepted
Passerida,Passeri (Oscines),Passerida,accepted
Melanocharitoidea,Passerida,Melanocharitoidea,accepted
Melanocharitidae,Melanocharitoidea,Melanocharitidae,accepted
Cnemophiloidea,Passerida,Cnemophiloidea,accepted
Cnemophilidae,Cnemophiloidea,Cnemophilidae,accepted
Callaeoidea,Passerida,Callaeoidea,accepted
Notiomystidae,Callaeoidea,Notiomystidae,accepted
Callaeidae,Callaeoidea,Callaeidae,accepted
Petroicidae,Callaeoidea,Petroicidae,accepted
Petroicinae,Petroicidae,Petroicinae,accepted
Eopsaltriinae,Petroicidae,Eopsaltriinae,accepted
Picathardoidea,Passerida,Picathardoidea,accepted
Picathartidae,Picathardoidea,Picathartidae,accepted
Chaetopidae,Picathardoidea,Chaetopidae,accepted
Eupetidae,Picathardoidea,Eupetidae,accepted
Paroidea,Passerida,Paroidea,accepted
Stenostiridae,Paroidea,Stenostiridae,accepted
Hyliotidae,Paroidea,Hyliotidae,accepted
Remizidae,Paroidea,Remizidae,accepted
Paridae,Paroidea,Paridae,accepted
Sylvioidea,Passerida,Sylvioidea,accepted
Nicatoridae,Sylvioidea,Nicatoridae,accepted
Panuridae,Sylvioidea,Panuridae,accepted
Alaudidae,Sylvioidea,Alaudidae,accepted
Macrosphenidae,Sylvioidea,Macrosphenidae,accepted
Pnoepygidae,Sylvioidea,Pnoepygidae,accepted
Acrocephalidae,Sylvioidea,Acrocephalidae,accepted
Donacobiidae,Sylvioidea,Donacobiidae,accepted
Bernieridae,Sylvioidea,Bernieridae,accepted
Locustellidae,Sylvioidea,Locustellidae,accepted
Cisticolidae,Sylvioidea,Cisticolidae,accepted
Neomixinae,Cisticolidae,Neomixinae,accepted
Eremomelinae,Cisticolidae,Eremomelinae,accepted
Priniinae,Cisticolidae,Priniinae,accepted
Cisticolinae,Cisticolidae,Cisticolinae,accepted
Hirundinidae,Sylvioidea,Hirundinidae,accepted
Pseudochelidoninae,Hirundinidae,Pseudochelidoninae,accepted
Hirundininae,Hirundinidae,Hirundininae,accepted
Prognini,Hirundininae,Prognini,accepted
Psalidoprocnini,Hirundininae,Psalidoprocnini,accepted
Hirundinini,Hirundininae,Hirundinini,accepted
Pycnonotidae,Sylvioidea,Pycnonotidae,accepted
Crinigerinae,Pycnonotidae,Crinigerinae,accepted
Pycnonotinae,Pycnonotidae,Pycnonotinae,accepted
Hyliidae,Sylvioidea,Hyliidae,accepted
Aegithalidae,Sylvioidea,Aegithalidae,accepted
Cettiidae,Sylvioidea,Cettiidae,accepted
Erythrocercinae,Cettiidae,Erythrocercinae,accepted
Scotocercinae,Cettiidae,Scotocercinae,accepted
Cettiinae,Cettiidae,Cettiinae,accepted
Phylloscopidae,Sylvioidea,Phylloscopidae,accepted
Sylviidae,Sylvioidea,Sylviidae,accepted
Paradoxornithidae,Sylvioidea,Paradoxornithidae,accepted
Zosteropidae,Sylvioidea,Zosteropidae,accepted
Timaliidae,Sylvioidea,Timaliidae,accepted
Pellorneidae,Sylvioidea,Pellorneidae,accepted
Leiothrichidae,Sylvioidea,Leiothrichidae,accepted
Reguloidea,Passerida,Reguloidea,accepted
Regulidae,Reguloidea,Regulidae,accepted
Bombycilloidea,Passerida,Bombycilloidea,accepted
Elachuridae,Bombycilloidea,Elachuridae,accepted
Mohoidae,Bombycilloidea,Mohoidae,accepted
Ptiliogonidae,Bombycilloidea,Ptiliogonidae,accepted
Dulidae,Bombycilloidea,Dulidae,accepted
Hypocoliidae,Bombycilloidea,Hypocoliidae,accepted
Bombycillidae,Bombycilloidea,Bombycillidae,accepted
Certhioidea,Passerida,Certhioidea,accepted
Sittidae,Certhioidea,Sittidae,accepted
Tichodromidae,Certhioidea,Tichodromidae,accepted
Certhiidae,Certhioidea,Certhiidae,accepted
Salpornithinae,Certhiidae,Salpornithinae,accepted
Certhiinae,Certhiidae,Certhiinae,accepted
Polioptilidae,Certhioidea,Polioptilidae,accepted
Troglodytidae,Certhioidea,Troglodytidae,accepted
Salpinctinae,Troglodytidae,Salpinctinae,accepted
Odontorchilinae,Troglodytidae,Odontorchilinae,accepted
Troglodytinae,Troglodytidae,Troglodytinae,accepted
Muscicapoidea,Passerida,Muscicapoidea,accepted
Buphagidae,Muscicapoidea,Buphagidae,accepted
Mimidae,Muscicapoidea,Mimidae,accepted
Sturnidae,Muscicapoidea,Sturnidae,accepted
Graculinae,Sturnidae,Graculinae,accepted
Rhabdornithini,Graculinae,Rhabdornithini,accepted
Graculini,Graculinae,Graculini,accepted
Sturninae,Sturnidae,Sturninae,accepted
Sturnini,Sturninae,Sturnini,accepted
Cinnyricinclini,Sturninae,Cinnyricinclini,accepted
Onychognathini,Sturninae,Onychognathini,accepted
Lamprotornini,Sturninae,Lamprotornini,accepted
Cinclidae,Muscicapoidea,Cinclidae,accepted
Turdidae,Muscicapoidea,Turdidae,accepted
Muscicapidae,Muscicapoidea,Muscicapidae,accepted
Muscicapinae,Muscicapidae,Muscicapinae,accepted
Alethini,Muscicapinae,Alethini,accepted
Copsychini,Muscicapinae,Copsychini,accepted
Muscicapini,Muscicapinae,Muscicapini,accepted
Niltavinae,Muscicapidae,Niltavinae,accepted
Cossyphinae,Muscicapidae,Cossyphinae,accepted
Saxicolinae,Muscicapidae,Saxicolinae,accepted
'Incertae sedis',Muscicapidae,'Incertae sedis',accepted
Passeroidea,Passerida,Passeroidea,accepted
Promeropidae,Passeroidea,Promeropidae,accepted
Arcanatoridae,Passeroidea,Arcanatoridae,accepted
Dicaeidae,Passeroidea,Dicaeidae,accepted
Nectariniidae,Passeroidea,Nectariniidae,accepted
Irenidae,Passeroidea,Irenidae,accepted
Chloropseidae,Passeroidea,Chloropseidae,accepted
Peucedramidae,Passeroidea,Peucedramidae,accepted
Prunellidae,Passeroidea,Prunellidae,accepted
Urocynchramidae,Passeroidea,Urocynchramidae,accepted
Ploceidae,Passeroidea,Ploceidae,accepted
Viduidae,Passeroidea,Viduidae,accepted
Estrildidae,Passeroidea,Estrildidae,accepted
Lonchurinae,Estrildidae,Lonchurinae,accepted
Estrildinae,Estrildidae,Estrildinae,accepted
Passeridae,Passeroidea,Passeridae,accepted
Motacillidae,Passeroidea,Motacillidae,accepted
Fringillidae,Passeroidea,Fringillidae,accepted
Fringillinae,Fringillidae,Fringillinae,accepted
Euphoniinae,Fringillidae,Euphoniinae,accepted
Carduelinae,Fringillidae,Carduelinae,accepted
Coccothraustini,Carduelinae,Coccothraustini,accepted
Pyrrhulini,Carduelinae,Pyrrhulini,accepted
Carpodacini,Carduelinae,Carpodacini,accepted
Drepanidini,Carduelinae,Drepanidini,accepted
Carduelini,Carduelinae,Carduelini,accepted
Calcariidae,Passeroidea,Calcariidae,accepted
Rhodinocichlidae,Passeroidea,Rhodinocichlidae,accepted
Emberizidae,Passeroidea,Emberizidae,accepted
Arremonidae,Passeroidea,Arremonidae,accepted
Spizellini,Arremonidae,Spizellini,accepted
Chlorospingini,Arremonidae,Chlorospingini,accepted
Ammodramini,Arremonidae,Ammodramini,accepted
Arremonini,Arremonidae,Arremonini,accepted
Passerellini,Arremonidae,Passerellini,accepted
Passerculini,Arremonidae,Passerculini,accepted
Pipilonini,Arremonidae,Pipilonini,accepted
Phaenicophilidae,Passeroidea,Phaenicophilidae,accepted
Incertae sedis,Passeroidea,Incertae sedis,accepted
Icteridae,Passeroidea,Icteridae,accepted
Icteriinae,Icteridae,Icteriinae,accepted
Sturnellinae,Icteridae,Sturnellinae,accepted
Cacicinae,Icteridae,Cacicinae,accepted
Icterinae,Icteridae,Icterinae,accepted
Agelaiinae,Icteridae,Agelaiinae,accepted
Parulidae,Passeroidea,Parulidae,accepted
Seiurinae,Parulidae,Seiurinae,accepted
Helmitherinae,Parulidae,Helmitherinae,accepted
Vermivorinae,Parulidae,Vermivorinae,accepted
Geothlypinae,Parulidae,Geothlypinae,accepted
Parulinae,Parulidae,Parulinae,accepted
Basileuterinae,Parulidae,Basileuterinae,accepted
Mitrospingidae,Passeroidea,Mitrospingidae,accepted
Cardinalidae,Passeroidea,Cardinalidae,accepted
Thraupidae,Passeroidea,Thraupidae,accepted
Thraupinae,Thraupidae,Thraupinae,accepted
Catamblyrhynchini,Thraupinae,Catamblyrhynchini,accepted
Porphyrospizini,Thraupinae,Porphyrospizini,accepted
Orchesticini,Thraupinae,Orchesticini,accepted
Pipraeideini,Thraupinae,Pipraeideini,accepted
Cissopini,Thraupinae,Cissopini,accepted
Thraupini,Thraupinae,Thraupini,accepted
Dacninae,Thraupidae,Dacninae,accepted
Nemosiini,Dacninae,Nemosiini,accepted
Conirostrini,Dacninae,Conirostrini,accepted
Diglossini,Dacninae,Diglossini,accepted
Hemithraupini,Dacninae,Hemithraupini,accepted
Tachyphonini,Dacninae,Tachyphonini,accepted
Charitospizini,Dacninae,Charitospizini,accepted
Dacnini,Dacninae,Dacnini,accepted
Emberizoidini,Dacninae,Emberizoidini,accepted
Saltatorini,Dacninae,Saltatorini,accepted
Poospizini,Dacninae,Poospizini,accepted
Coerebini,Dacninae,Coerebini,accepted
Sporophilini,Dacninae,Sporophilini,accepted
